,Topic0,Topic1,Topic2,Topic3,Topic4,Topic5,Topic6,Topic7,dominant_topic
11,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
11,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
11,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
11,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
11,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
11,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
11,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
11,0.06,0.06,0.06,0.06,0.6,0.06,0.06,0.06,4
11,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
11,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
11,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
11,0.04,0.04,0.7,0.04,0.04,0.04,0.04,0.04,2
11,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
11,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
11,0.08,0.08,0.08,0.08,0.08,0.46,0.08,0.08,5
11,0.08,0.08,0.08,0.08,0.08,0.08,0.46,0.08,6
11,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.44,7
11,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
11,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
11,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
11,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
11,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
11,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
